"","date_of_interest","BX_CASE_COUNT","BX_HOSPITALIZED_COUNT","BX_DEATH_COUNT","BK_CASE_COUNT","BK_HOSPITALIZED_COUNT","BK_DEATH_COUNT","MN_CASE_COUNT","MN_HOSPITALIZED_COUNT","MN_DEATH_COUNT","QN_CASE_COUNT","QN_HOSPITALIZED_COUNT","QN_DEATH_COUNT","SI_CASE_COUNT","SI_HOSPITALIZED_COUNT","SI_DEATH_COUNT"
"393","03/27/2021",363,54,15,632,88,17,269,34,9,742,78,9,215,14,2
"394","03/28/2021",254,36,10,574,61,15,224,19,7,546,76,19,152,16,6
"395","03/29/2021",626,55,14,1043,100,12,485,37,6,1093,93,15,311,20,1
"396","03/30/2021",593,61,6,938,84,15,472,35,2,935,65,17,247,20,2
"397","03/31/2021",508,49,7,959,104,24,517,26,8,940,91,16,261,21,6
"398","04/01/2021",501,49,14,861,102,18,446,36,6,831,65,16,227,14,3
"399","04/02/2021",360,32,9,847,89,23,380,35,6,812,92,14,221,19,2
"400","04/03/2021",314,46,8,638,78,18,233,27,6,664,74,16,201,12,0
"401","04/04/2021",191,41,10,497,67,13,180,22,6,456,72,15,142,13,3
"402","04/05/2021",505,47,13,1039,88,11,467,30,7,976,86,18,284,17,5
"403","04/06/2021",500,57,8,932,74,15,463,27,4,863,68,15,245,7,4
"404","04/07/2021",467,44,5,868,75,9,412,22,7,788,61,14,227,19,7
"405","04/08/2021",417,38,14,813,73,20,322,27,7,787,71,10,236,11,3
"406","04/09/2021",356,45,9,803,52,26,321,28,8,734,64,10,253,19,1
"407","04/10/2021",231,34,6,564,61,13,196,25,7,583,58,19,150,12,3
"408","04/11/2021",179,27,6,462,51,21,148,17,7,397,59,17,129,8,2
"409","04/12/2021",404,39,7,853,58,16,331,33,5,742,64,12,205,12,1
"410","04/13/2021",385,31,5,774,70,13,344,30,5,693,62,11,167,14,2
"411","04/14/2021",349,36,7,722,67,11,319,25,6,638,53,10,214,13,1
"412","04/15/2021",354,45,7,640,66,11,282,28,8,561,65,11,179,17,5
"413","04/16/2021",259,32,2,595,76,14,226,21,2,565,55,10,184,15,2
"414","04/17/2021",209,26,4,411,59,17,129,16,5,411,55,8,115,10,1
"415","04/18/2021",164,30,2,357,68,17,128,12,7,296,44,7,105,14,2
"416","04/19/2021",287,30,5,641,58,15,231,20,5,543,55,12,182,16,4
"417","04/20/2021",286,26,4,518,61,13,222,19,2,434,39,12,146,11,2
"418","04/21/2021",209,15,2,513,43,12,181,11,4,388,35,17,132,13,0
"419","04/22/2021",227,41,5,489,50,18,142,13,4,375,48,11,127,10,3
"420","04/23/2021",217,23,12,438,51,11,130,19,6,369,46,15,134,14,2
"421","04/24/2021",125,22,3,308,30,10,87,12,6,255,30,9,79,9,1
"422","04/25/2021",95,22,5,270,36,6,75,17,2,245,41,9,69,4,2
"423","04/26/2021",227,30,5,498,50,16,167,16,2,358,43,7,122,7,1
"424","04/27/2021",204,18,5,390,45,10,145,8,5,301,37,9,97,9,2
"425","04/28/2021",190,18,4,418,45,12,129,19,4,362,37,9,111,9,0
"426","04/29/2021",154,20,7,392,44,8,150,18,3,267,27,12,90,9,1
"427","04/30/2021",171,17,5,322,33,14,103,11,5,274,29,11,80,3,3
"428","05/01/2021",86,14,4,190,23,10,63,13,5,181,26,10,58,3,2
"429","05/02/2021",73,14,1,220,22,13,50,8,4,165,16,10,60,12,2
"430","05/03/2021",151,17,4,316,29,6,127,11,4,268,29,5,73,4,4
"431","05/04/2021",156,12,4,297,46,10,103,11,1,239,23,6,81,6,7
"432","05/05/2021",141,15,7,243,25,8,107,9,4,224,26,6,61,6,1
"433","05/06/2021",133,10,3,268,22,10,100,16,6,230,30,7,54,5,1
"434","05/07/2021",137,13,4,225,29,10,80,10,4,193,16,14,80,5,4
"435","05/08/2021",61,11,1,121,25,12,41,11,4,123,16,5,38,2,2
"436","05/09/2021",53,9,5,106,18,9,48,9,3,110,24,8,26,1,1
"437","05/10/2021",130,18,6,207,17,9,89,9,3,178,24,9,50,2,1
"438","05/11/2021",90,15,2,216,18,6,70,8,7,188,24,4,64,5,2
"439","05/12/2021",109,9,1,196,25,8,68,11,2,154,15,5,66,4,2
"440","05/13/2021",93,12,4,147,22,7,75,7,4,151,22,8,49,4,1
"441","05/14/2021",77,17,5,145,14,9,58,10,3,160,24,10,46,5,1
"442","05/15/2021",46,7,2,94,21,3,33,2,1,99,8,4,20,4,0
"443","05/16/2021",48,3,1,99,19,7,31,4,2,84,14,5,18,1,1
"444","05/17/2021",79,11,4,151,22,7,72,10,0,114,24,5,37,5,0
"445","05/18/2021",71,10,2,138,16,5,60,7,3,102,19,4,44,2,0
"446","05/19/2021",74,14,4,129,21,7,41,8,1,106,12,1,27,3,1
"447","05/20/2021",67,12,2,134,31,6,51,7,3,111,12,0,33,3,3
"448","05/21/2021",54,11,2,115,11,5,48,9,2,105,15,3,27,6,1
"449","05/22/2021",35,6,0,81,13,5,28,4,2,68,13,8,21,2,2
"450","05/23/2021",29,4,2,63,19,3,17,6,0,55,13,4,23,4,2
"451","05/24/2021",57,7,0,105,9,6,51,4,1,95,14,3,47,1,0
"452","05/25/2021",48,3,2,102,19,1,37,5,0,81,15,3,37,0,0
"453","05/26/2021",44,4,1,81,12,0,40,3,1,74,10,1,10,4,1
"454","05/27/2021",56,11,1,62,11,3,39,10,2,67,12,1,33,3,2
"455","05/28/2021",36,7,1,67,16,3,23,5,2,66,6,3,18,1,3
"456","05/29/2021",22,6,1,32,4,3,23,4,0,40,11,5,9,0,0
"457","05/30/2021",25,4,2,34,14,5,16,5,0,29,3,1,14,1,0
"458","05/31/2021",15,8,3,35,2,2,20,3,3,39,4,4,10,1,0
"459","06/01/2021",72,5,1,59,14,8,52,4,2,76,10,1,30,2,0
"460","06/02/2021",52,6,1,70,15,4,33,4,1,68,14,5,21,5,0
"461","06/03/2021",45,0,0,62,15,4,24,3,1,61,10,3,14,2,2
"462","06/04/2021",57,6,1,66,10,2,34,4,1,43,3,3,25,2,0
"463","06/05/2021",41,3,0,44,3,3,17,3,0,29,4,2,12,3,1
"464","06/06/2021",24,8,1,35,8,2,23,2,1,33,4,1,15,2,0
"465","06/07/2021",57,8,2,64,12,0,32,1,0,46,8,4,19,3,0
"466","06/08/2021",38,11,0,55,7,3,27,6,1,39,10,4,17,1,2
"467","06/09/2021",56,9,1,58,9,5,40,1,0,40,4,3,17,1,0
"468","06/10/2021",33,6,1,46,8,1,30,3,1,35,6,3,12,2,0
"469","06/11/2021",40,6,1,44,6,2,38,5,1,52,6,3,15,2,0
"470","06/12/2021",25,6,2,28,4,1,14,3,1,39,6,1,15,2,0
"471","06/13/2021",18,4,2,35,12,1,19,2,2,31,10,1,12,3,0
"472","06/14/2021",38,6,1,54,12,4,29,2,0,49,5,1,12,1,1
"473","06/15/2021",30,8,0,37,8,3,36,1,1,57,4,1,19,4,1
"474","06/16/2021",29,6,1,46,5,2,31,5,4,41,7,0,26,2,0
"475","06/17/2021",36,10,3,52,9,3,26,2,2,51,7,1,23,1,0
"476","06/18/2021",19,2,1,59,7,3,15,4,1,47,5,1,20,1,2
"477","06/19/2021",18,4,0,29,2,3,22,1,1,24,3,5,14,3,2
"478","06/20/2021",15,4,0,33,10,4,14,2,0,25,7,1,9,2,0
"479","06/21/2021",27,7,1,40,9,0,25,4,0,50,5,2,26,5,0
"480","06/22/2021",22,3,1,50,7,2,33,3,1,49,14,3,17,7,0
"481","06/23/2021",27,3,1,48,11,1,39,3,0,48,6,3,24,1,0
"482","06/24/2021",18,1,1,51,8,3,30,1,0,47,2,1,29,2,0
"483","06/25/2021",12,4,1,61,8,2,28,2,1,55,4,0,24,0,1
"484","06/26/2021",11,4,0,37,7,2,15,2,1,31,2,0,24,3,0
"485","06/27/2021",17,3,0,28,6,0,19,3,0,23,10,1,22,0,0
"486","06/28/2021",29,3,0,49,8,1,45,5,1,53,8,2,30,3,2
"487","06/29/2021",32,1,1,53,8,2,42,4,0,51,8,1,35,0,0
"488","06/30/2021",30,3,0,75,7,2,43,4,1,51,6,1,27,1,0
"489","07/01/2021",27,3,0,63,10,2,29,3,0,52,7,2,33,8,0
"490","07/02/2021",32,6,1,60,13,0,61,5,1,58,8,4,21,5,0
"491","07/03/2021",18,3,1,41,5,2,29,5,1,33,5,2,25,4,0
"492","07/04/2021",14,1,0,32,9,2,25,5,0,34,7,1,19,2,0
"493","07/05/2021",20,3,1,62,5,0,32,3,0,53,4,1,20,1,0
"494","07/06/2021",48,3,2,125,8,1,77,3,0,80,5,0,32,5,0
"495","07/07/2021",49,2,2,147,9,0,72,3,0,88,7,0,44,2,0
"496","07/08/2021",50,5,1,110,8,0,80,3,1,81,5,0,46,3,0
"497","07/09/2021",56,5,0,110,8,1,84,8,0,88,13,0,32,2,1
"498","07/10/2021",37,2,0,63,6,1,49,3,0,59,9,1,30,0,0
"499","07/11/2021",33,8,1,79,6,2,53,2,0,78,11,0,25,1,1
"500","07/12/2021",70,7,1,176,10,0,86,2,0,109,5,3,35,0,0
"501","07/13/2021",43,6,2,152,7,1,101,3,0,97,8,0,64,3,0
"502","07/14/2021",59,11,0,185,13,2,143,7,0,115,14,0,46,2,0
"503","07/15/2021",70,2,0,171,9,1,128,6,0,129,9,3,54,2,1
"504","07/16/2021",73,7,0,183,17,0,121,3,2,117,10,2,61,1,1
"505","07/17/2021",59,11,2,109,8,0,60,5,1,77,9,3,35,6,0
"506","07/18/2021",36,6,0,141,19,1,83,4,0,106,6,1,29,4,0
"507","07/19/2021",110,9,1,276,19,3,176,8,0,171,16,1,78,3,0
"508","07/20/2021",94,7,1,233,21,2,162,8,0,146,14,1,75,4,0
"509","07/21/2021",128,10,0,308,13,0,198,6,1,197,15,0,63,5,1
"510","07/22/2021",136,15,0,326,17,0,226,6,1,195,11,1,88,4,1
"511","07/23/2021",127,9,0,319,18,0,200,6,2,214,15,1,55,5,0
"512","07/24/2021",58,5,0,188,13,2,111,7,0,141,11,0,54,5,0
"513","07/25/2021",68,8,0,214,10,0,119,7,1,168,12,1,67,4,2
"514","07/26/2021",156,8,0,423,21,0,261,12,0,273,18,0,114,4,1
"515","07/27/2021",141,16,1,406,23,1,253,7,1,295,18,1,103,7,1
"516","07/28/2021",188,13,2,384,15,1,275,14,2,286,32,1,108,3,0
"517","07/29/2021",174,11,0,444,21,1,234,14,2,318,18,4,119,13,0
"518","07/30/2021",160,18,1,427,19,4,252,11,2,320,28,2,123,3,0
"519","07/31/2021",126,8,0,263,29,3,152,7,1,214,20,0,95,7,0
"520","08/01/2021",92,10,0,294,17,2,152,5,2,220,15,5,73,3,2
"521","08/02/2021",237,9,0,518,25,2,303,9,1,388,26,1,122,6,0
"522","08/03/2021",232,18,1,489,28,0,345,10,1,365,31,0,153,13,0
"523","08/04/2021",215,12,1,522,38,5,330,9,0,381,18,1,165,13,1
"524","08/05/2021",208,20,1,517,23,2,323,19,0,366,25,2,114,3,1
"525","08/06/2021",211,19,0,520,40,5,285,16,4,418,28,2,141,11,1
"526","08/07/2021",179,18,2,373,28,5,179,12,2,293,21,3,125,8,2
"527","08/08/2021",156,19,1,321,25,2,162,16,0,301,29,1,131,10,2
"528","08/09/2021",290,29,0,625,45,3,308,16,3,495,41,3,173,0,0
"529","08/10/2021",265,37,0,536,33,4,306,16,1,408,29,0,152,6,1
"530","08/11/2021",262,28,2,546,40,1,354,12,3,438,37,3,151,19,0
"531","08/12/2021",232,21,2,578,37,1,324,20,3,451,32,0,172,15,0
"532","08/13/2021",267,30,2,499,48,3,294,15,1,394,40,3,144,7,0
"533","08/14/2021",145,18,1,348,30,4,206,11,1,253,20,3,96,16,1
"534","08/15/2021",140,15,1,422,41,2,198,24,1,304,25,1,81,8,1
"535","08/16/2021",329,27,1,628,44,2,352,15,1,479,42,0,144,7,2
"536","08/17/2021",296,32,6,595,41,4,302,17,1,418,35,3,133,13,1
"537","08/18/2021",273,24,1,555,34,4,362,16,0,461,24,5,162,12,3
"538","08/19/2021",264,19,2,543,30,7,325,13,1,420,25,2,136,10,2
"539","08/20/2021",284,36,0,505,34,3,296,18,0,349,25,3,125,11,0
"540","08/21/2021",180,26,1,338,34,7,183,19,1,272,32,7,118,4,0
"541","08/22/2021",104,23,3,276,33,5,98,16,0,156,28,0,84,6,2
"542","08/23/2021",289,34,1,642,31,5,368,19,0,492,29,5,161,7,1
"543","08/24/2021",300,18,3,613,39,3,349,15,1,405,32,2,168,5,2
"544","08/25/2021",287,26,3,570,32,4,371,19,1,385,30,0,170,4,0
"545","08/26/2021",252,25,2,525,34,4,325,11,2,389,31,2,150,8,3
"546","08/27/2021",242,27,0,463,36,4,266,14,2,347,25,4,133,9,0
"547","08/28/2021",172,13,1,296,26,7,152,14,1,252,30,4,112,3,1
"548","08/29/2021",138,26,2,342,29,7,161,11,0,257,22,3,91,8,1
"549","08/30/2021",305,32,1,583,37,4,375,13,1,392,32,6,182,8,1
"550","08/31/2021",259,30,1,531,35,3,305,25,2,326,24,2,202,12,2
"551","09/01/2021",225,28,3,487,32,2,348,22,2,360,37,6,140,9,0
"552","09/02/2021",212,31,2,478,23,3,263,6,3,304,24,3,174,11,0
"553","09/03/2021",216,17,3,429,26,3,248,11,1,331,22,0,197,4,1
"554","09/04/2021",126,22,3,255,37,4,154,13,1,260,32,3,110,6,1
"555","09/05/2021",138,16,3,334,25,3,158,10,3,214,16,3,110,7,1
"556","09/06/2021",163,18,5,274,25,6,181,10,0,226,21,5,98,6,1
"557","09/07/2021",285,19,4,434,33,2,307,25,0,372,27,1,171,7,0
"558","09/08/2021",234,22,1,465,29,9,371,21,3,390,25,6,131,3,2
"559","09/09/2021",241,38,3,630,27,3,313,11,3,400,19,8,129,8,1
"560","09/10/2021",232,26,2,504,30,6,302,11,1,378,27,6,131,6,0
"561","09/11/2021",139,13,1,335,29,8,170,12,0,288,22,5,104,8,1
"562","09/12/2021",127,14,3,504,30,2,222,14,2,258,26,3,102,6,1
"563","09/13/2021",223,15,3,633,35,4,370,24,1,390,21,2,122,9,2
"564","09/14/2021",201,12,1,609,30,6,311,20,1,372,16,1,147,6,0
"565","09/15/2021",233,13,0,550,36,5,320,7,0,353,29,4,153,11,1
"566","09/16/2021",194,21,2,451,20,2,284,11,2,322,27,4,135,7,1
"567","09/17/2021",174,13,2,560,28,6,322,19,1,365,26,1,104,5,1
"568","09/18/2021",107,17,2,357,30,1,138,17,1,264,22,6,89,3,0
"569","09/19/2021",140,8,2,464,25,9,161,13,1,213,14,4,79,9,0
"570","09/20/2021",244,26,2,545,28,7,296,19,2,404,19,4,150,8,1
"571","09/21/2021",202,18,1,397,25,4,283,14,2,324,23,6,95,5,0
"572","09/22/2021",205,19,2,509,35,6,280,14,0,307,24,5,111,5,0
"573","09/23/2021",139,16,2,513,42,2,223,11,1,324,21,5,90,9,2
"574","09/24/2021",156,9,4,452,35,2,238,12,0,294,24,2,80,2,0
"575","09/25/2021",100,15,3,309,25,5,131,5,1,191,21,5,82,4,1
"576","09/26/2021",97,10,3,333,21,5,139,7,0,201,13,3,86,4,4
"577","09/27/2021",185,17,5,518,29,4,254,7,3,323,20,5,110,4,0
"578","09/28/2021",158,11,2,355,20,5,211,10,2,296,22,4,97,6,0
"579","09/29/2021",150,16,1,368,24,3,211,8,1,269,13,6,96,4,2
"580","09/30/2021",151,13,0,455,22,3,200,7,0,240,17,4,92,6,1
"581","10/01/2021",134,17,1,408,29,2,213,8,1,256,31,3,76,2,1
"582","10/02/2021",75,18,2,280,18,4,122,6,0,156,20,6,48,4,0
"583","10/03/2021",67,11,3,458,28,4,95,10,3,217,16,2,69,2,0
"584","10/04/2021",158,16,5,512,30,3,220,10,1,293,19,2,88,3,1
"585","10/05/2021",168,10,1,506,29,1,224,14,0,267,14,3,105,5,1
"586","10/06/2021",137,13,4,487,13,6,219,11,2,230,22,1,74,7,2
"587","10/07/2021",121,15,3,406,13,2,181,8,3,273,20,4,98,6,1
"588","10/08/2021",126,8,0,451,15,7,167,11,2,190,10,5,77,3,1
"589","10/09/2021",67,14,0,250,26,3,95,10,1,145,14,4,55,4,0
"590","10/10/2021",62,11,1,308,20,5,94,7,3,151,7,3,72,7,4
"591","10/11/2021",108,9,1,363,17,1,173,10,0,224,15,6,67,5,1
"592","10/12/2021",128,7,0,463,14,1,201,9,0,239,18,1,112,4,1
"593","10/13/2021",121,14,1,410,27,2,227,14,0,237,14,5,115,8,1
"594","10/14/2021",109,11,0,426,12,2,174,8,1,205,17,4,111,2,1
"595","10/15/2021",112,11,2,322,12,2,164,14,0,207,20,3,81,4,0
"596","10/16/2021",56,10,0,194,20,4,55,5,0,137,16,1,47,6,1
"597","10/17/2021",49,2,2,260,28,3,80,8,1,131,9,3,66,2,0
"598","10/18/2021",108,10,1,364,20,5,142,2,1,179,18,3,80,9,1
"599","10/19/2021",93,12,1,314,17,3,136,8,2,172,11,3,83,3,1
"600","10/20/2021",99,8,1,294,19,4,157,9,0,175,9,2,75,7,0
"601","10/21/2021",85,6,2,341,18,3,132,3,1,166,18,6,87,6,1
"602","10/22/2021",86,12,2,262,17,1,131,5,1,139,11,3,76,3,2
"603","10/23/2021",55,7,1,162,15,4,94,6,0,79,10,5,61,6,0
"604","10/24/2021",37,8,3,198,16,4,68,7,0,83,9,4,57,4,3
"605","10/25/2021",94,5,2,363,13,5,168,4,0,187,11,2,82,2,0
"606","10/26/2021",64,6,2,238,19,2,101,4,1,125,9,2,69,5,0
"607","10/27/2021",100,8,0,288,18,5,146,7,1,153,14,3,71,2,0
"608","10/28/2021",82,9,1,311,11,2,122,10,1,145,8,2,77,1,1
"609","10/29/2021",87,6,1,230,8,0,123,8,1,145,8,2,56,3,0
"610","10/30/2021",41,6,0,158,12,2,61,3,3,101,5,4,39,4,1
"611","10/31/2021",47,5,0,199,8,0,59,8,1,109,8,5,32,3,1
"612","11/01/2021",74,7,0,313,12,2,141,4,1,195,13,1,56,4,0
"613","11/02/2021",78,11,1,302,19,3,173,4,0,191,10,2,60,7,3
"614","11/03/2021",75,12,1,300,24,1,181,5,1,202,9,3,66,4,0
"615","11/04/2021",108,6,0,349,14,3,208,3,0,187,15,0,53,3,1
"616","11/05/2021",90,9,1,290,13,3,148,4,0,186,5,1,54,4,0
"617","11/06/2021",57,11,1,198,15,2,74,4,0,136,8,4,42,3,4
"618","11/07/2021",46,4,0,205,16,3,104,1,1,135,10,2,52,5,2
"619","11/08/2021",140,13,2,401,15,1,230,2,1,270,8,3,93,6,1
"620","11/09/2021",100,6,3,358,9,5,243,5,0,246,11,2,90,5,2
"621","11/10/2021",122,12,0,363,16,2,237,4,1,256,12,2,68,2,1
"622","11/11/2021",90,9,1,346,22,4,167,3,0,225,13,1,46,3,0
"623","11/12/2021",109,8,2,372,17,6,201,6,1,256,12,2,89,0,3
"624","11/13/2021",65,5,1,241,20,3,105,4,0,153,10,0,50,6,1
"625","11/14/2021",47,3,2,257,17,1,142,4,1,169,12,1,70,5,1
"626","11/15/2021",136,8,2,428,9,3,253,11,2,320,16,2,126,4,0
"627","11/16/2021",151,7,2,430,8,1,286,9,1,303,13,4,100,6,2
"628","11/17/2021",163,12,1,432,17,1,281,9,2,354,11,2,99,4,1
"629","11/18/2021",172,13,2,428,20,3,297,2,0,318,16,3,95,4,0
"630","11/19/2021",114,4,1,353,18,2,268,6,1,330,21,4,119,4,0
"631","11/20/2021",71,8,2,279,17,3,143,6,1,253,13,4,80,3,0
"632","11/21/2021",74,4,1,293,14,1,149,9,0,233,13,2,91,3,0
"633","11/22/2021",152,12,0,517,15,3,297,6,0,413,18,2,148,5,1
"634","11/23/2021",144,10,1,482,21,4,286,3,0,354,20,1,114,11,0
"635","11/24/2021",160,16,2,460,17,6,255,12,1,386,16,2,155,8,1
"636","11/25/2021",35,11,0,189,26,3,103,5,0,148,23,3,56,3,2
"637","11/26/2021",142,15,1,364,19,2,198,10,1,352,23,4,114,10,1
"638","11/27/2021",100,6,1,302,22,3,157,13,1,306,18,2,105,5,2
"639","11/28/2021",89,9,2,318,16,1,191,6,0,333,24,6,128,5,0
"640","11/29/2021",287,13,1,661,31,5,455,10,1,684,22,3,238,8,0
"641","11/30/2021",278,20,0,577,22,3,395,11,0,574,34,2,179,6,1
"642","12/01/2021",279,15,4,700,30,7,395,18,0,584,25,3,220,4,2
"643","12/02/2021",307,15,4,629,34,6,396,14,1,561,23,3,214,7,1
"644","12/03/2021",241,23,1,579,24,7,318,17,1,554,35,2,200,8,2
"645","12/04/2021",172,17,2,382,30,4,186,14,1,412,20,3,169,4,0
"646","12/05/2021",122,17,0,463,31,6,237,16,4,418,31,4,162,10,0
"647","12/06/2021",365,23,2,849,59,3,580,16,1,749,38,2,253,6,0
"648","12/07/2021",333,29,5,895,39,4,676,17,0,745,42,3,268,9,3
"649","12/08/2021",339,26,2,982,50,1,808,20,0,738,48,4,263,5,0
"650","12/09/2021",354,32,4,913,40,3,733,17,1,746,44,2,268,8,0
"651","12/10/2021",345,44,2,983,50,7,728,26,1,776,40,6,253,15,0
"652","12/11/2021",267,28,1,619,43,1,483,15,4,592,35,2,193,11,0
"653","12/12/2021",258,27,5,870,46,7,790,16,0,661,41,4,213,11,1
"654","12/13/2021",744,38,1,2390,59,6,2374,37,2,1575,61,9,440,11,2
"655","12/14/2021",925,39,1,3419,65,6,4086,40,3,1939,57,5,498,10,3
"656","12/15/2021",1093,50,5,4123,74,1,4933,35,2,2405,55,1,607,14,1
"657","12/16/2021",1329,96,2,4513,103,4,4782,56,4,2617,77,1,610,16,2
"658","12/17/2021",1509,81,2,4275,78,12,4278,55,3,2766,79,5,711,19,1
"659","12/18/2021",1060,54,2,3241,100,7,2696,43,3,2327,71,5,613,21,1
"660","12/19/2021",1072,89,5,3433,107,12,2710,54,4,2632,84,3,695,17,1
"661","12/20/2021",3656,81,2,8928,149,9,7897,76,2,5987,99,0,1459,26,0
"662","12/21/2021",4591,101,2,9441,143,1,7068,79,2,7458,123,4,1825,19,2
"663","12/22/2021",5508,180,3,9451,195,12,6308,116,2,8154,181,10,1965,25,1
"664","12/23/2021",5373,181,2,9600,213,5,6314,113,4,8556,163,8,1952,30,4
"665","12/24/2021",2945,145,9,5569,207,18,3074,80,1,4866,134,10,1000,19,2
"666","12/25/2021",1419,144,7,2341,204,7,1409,112,5,2160,140,9,457,22,5
"667","12/26/2021",3720,181,4,7214,262,11,3607,113,4,6564,162,12,1866,34,3
"668","12/27/2021",9813,272,8,15020,325,10,8464,146,5,14191,199,12,3714,36,1
"669","12/28/2021",9854,205,6,14186,275,13,7963,150,5,14322,208,13,3304,41,1
"670","12/29/2021",10119,265,15,14286,298,17,7729,134,6,14725,219,4,3588,53,2
"671","12/30/2021",9346,303,5,13474,328,17,7560,162,4,13917,207,9,3105,56,0
"672","12/31/2021",5134,169,9,8729,295,19,4578,138,10,8955,200,15,1699,42,2
"673","01/01/2022",1989,206,15,3537,265,17,1931,156,9,3727,210,16,876,52,1
"674","01/02/2022",4914,355,11,10135,370,19,5081,219,7,9869,315,22,2471,60,3
"675","01/03/2022",10556,351,11,16619,323,25,9103,183,8,15197,260,21,3414,29,2
"676","01/04/2022",10264,322,12,13823,285,31,8741,151,9,13367,225,18,2952,51,6
"677","01/05/2022",7961,292,11,11180,367,23,7088,169,15,11440,265,25,2532,58,7
"678","01/06/2022",6979,276,13,10461,271,30,6327,155,23,10481,219,23,2093,47,4
"679","01/07/2022",4231,208,12,6869,265,24,4346,137,15,6429,188,34,1318,40,2
"680","01/08/2022",2700,204,12,4838,225,41,2519,125,10,5011,170,28,1106,46,6
"681","01/09/2022",1858,165,22,4689,226,47,2106,127,16,4561,168,31,1122,43,6
"682","01/10/2022",4499,258,20,7549,260,37,4062,154,20,7291,210,25,1611,55,8
"683","01/11/2022",3357,189,23,5551,253,44,2882,123,19,5454,176,40,1284,44,5
"684","01/12/2022",3012,166,25,5676,237,44,3207,118,25,5410,209,22,1119,45,4
"685","01/13/2022",2505,162,18,5249,217,45,2545,122,24,4816,203,33,973,42,6
"686","01/14/2022",2206,176,28,4115,208,40,2323,116,17,3833,167,40,804,31,5
"687","01/15/2022",887,117,14,2232,175,40,985,73,18,2118,120,25,535,42,3
"688","01/16/2022",789,101,20,2413,135,49,1178,65,17,2060,123,25,452,33,3
"689","01/17/2022",1187,104,24,3548,168,30,1645,84,13,2760,140,32,679,49,8
"690","01/18/2022",1616,125,28,3580,149,36,2059,85,13,2952,139,34,707,20,7
"691","01/19/2022",1251,103,17,3002,134,28,1738,67,13,2471,104,25,560,34,8
"692","01/20/2022",952,101,17,2315,156,35,1436,86,25,1887,101,33,449,23,6
"693","01/21/2022",766,101,19,1778,139,42,1152,73,14,1708,79,26,389,15,6
"694","01/22/2022",465,81,10,1200,96,37,536,45,6,1157,85,24,273,19,8
"695","01/23/2022",351,60,18,1232,87,37,605,42,18,982,78,26,227,17,2
"696","01/24/2022",817,111,16,1997,99,42,1224,63,10,1551,74,29,425,15,14
"697","01/25/2022",581,86,19,1604,119,37,999,43,18,1249,78,25,328,25,2
"698","01/26/2022",517,62,24,1454,87,29,899,46,16,1075,73,35,250,20,5
"699","01/27/2022",443,56,13,1189,94,26,786,43,9,953,58,23,259,30,8
"700","01/28/2022",307,48,15,893,53,30,568,43,17,756,52,20,197,16,14
"701","01/29/2022",69,23,13,140,49,28,147,21,13,127,39,18,29,9,4
"702","01/30/2022",138,23,16,488,52,32,319,16,9,364,37,24,116,17,5
"703","01/31/2022",638,58,13,906,72,34,639,21,13,706,48,18,221,16,7
"704","02/01/2022",282,32,12,757,61,20,521,23,9,527,54,27,148,11,2
"705","02/02/2022",261,39,12,832,51,31,528,15,14,542,51,27,159,11,8
"706","02/03/2022",253,31,12,752,57,21,418,16,14,457,28,16,121,11,8
"707","02/04/2022",176,25,11,495,44,11,323,28,11,426,45,13,117,14,4
"708","02/05/2022",117,30,14,298,33,12,195,18,10,266,30,12,70,7,3
"709","02/06/2022",70,17,9,263,26,21,218,16,9,238,38,7,78,9,7
"710","02/07/2022",190,21,5,529,33,18,368,19,4,404,29,6,111,4,4
"711","02/08/2022",195,36,8,529,47,28,376,13,6,314,29,12,101,5,2
"712","02/09/2022",158,24,8,405,39,14,342,15,8,329,29,16,80,7,4
"713","02/10/2022",128,20,4,402,34,14,297,15,5,325,16,11,72,3,6
"714","02/11/2022",133,22,10,317,34,11,236,12,7,229,31,10,67,10,5
"715","02/12/2022",67,15,7,214,23,7,145,13,4,150,10,10,59,8,5
"716","02/13/2022",54,15,12,153,11,17,105,10,4,110,15,7,35,6,3
"717","02/14/2022",96,18,3,357,27,10,277,12,3,217,20,2,69,3,4
"718","02/15/2022",91,14,2,299,29,5,269,7,5,205,16,11,74,8,1
"719","02/16/2022",89,12,7,317,26,10,250,10,3,220,21,9,60,3,2
"720","02/17/2022",81,10,7,268,20,15,232,17,11,205,23,7,45,4,1
"721","02/18/2022",70,15,4,214,13,13,149,8,8,174,20,7,56,6,3
"722","02/19/2022",40,11,6,103,16,10,123,6,2,125,15,12,34,2,1
"723","02/20/2022",45,11,3,115,14,8,118,4,0,73,7,4,31,3,1
"724","02/21/2022",47,11,3,155,7,9,161,9,3,160,12,12,36,1,2
"725","02/22/2022",66,11,2,219,20,4,192,2,2,153,13,4,54,9,0
"726","02/23/2022",68,13,3,200,9,6,259,7,2,140,11,7,36,3,1
"727","02/24/2022",77,11,4,176,8,6,204,9,3,163,12,3,40,3,2
"728","02/25/2022",32,4,4,184,18,3,165,4,2,119,11,6,38,7,2
"729","02/26/2022",32,5,0,105,9,1,109,6,1,69,10,4,21,2,0
"730","02/27/2022",27,5,1,126,7,4,115,4,5,68,10,8,24,4,1
"731","02/28/2022",57,9,3,197,15,1,248,8,1,156,17,1,49,2,0
